BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5361,48,,B3,1327 HOLLYWOOD AVENUE,,10461,2,0,2,"3,125","2,808",1925,1,B3,0,6/30/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5363,30,,B2,1357 CROSBY AVENUE,,10461,2,0,2,"2,500","3,690",1930,1,B2,"740,000",9/26/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5365,46,,B1,1363 MERRY AVENUE,,10461,2,0,2,"2,104","1,687",1950,1,B1,"627,500",7/7/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5366,12,,B1,1364 MERRY AVE,,10461,2,0,2,"2,060","1,692",1930,1,B1,"750,000",8/10/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5366,23,,B1,1380 MERRY AVE,,10461,2,0,2,"3,377","1,910",1945,1,B1,0,1/19/24
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5373,16,,B1,2814 HARRINGTON AVE,,10461,2,0,2,"3,110","3,154",1930,1,B1,0,7/21/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5375,54,,B2,1465 MAYFLOWER AVENUE,,10461,2,0,2,"4,180","2,030",1901,1,B2,0,6/5/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5375,94,,B2,2813 DUDLEY AVENUE,,10461,2,0,2,"2,652","1,674",1901,1,B2,"877,000",4/24/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5376,11,,B1,2874 HARRINGTON AVENUE,,10461,2,0,2,"2,250","2,850",1920,1,B1,"545,356",12/29/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5376,48,,B2,2865 CODDINGTON AVENUE,,10461,2,0,2,"3,013","2,701",2021,1,B2,"1,050,000",6/5/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5377,43,,B3,2887 HARRINGTON AVE,,10461,2,0,2,"2,250","1,462",1930,1,B3,0,6/21/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5377,56,,B3,2865 HARRINGTON AVENUE,,10461,2,0,2,"4,050","1,356",1930,1,B3,"800,000",8/7/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5384,3,,B3,1528 ERICSON PLACE,,10461,2,0,2,"3,105","1,866",1960,1,B3,"550,000",12/4/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5384,22,,B1,2826 ZULETTE AVENUE,,10461,2,0,2,"2,375","3,360",1920,1,B1,"850,000",2/9/24
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5384,25,,B2,2830 ZULETTE AVENUE,,10461,2,0,2,"2,375","1,275",1930,1,B2,"600,000",1/31/24
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5384,47,,B2,2847 WELLMAN AVENUE,,10461,2,0,2,"2,375","3,432",1920,1,B2,"650,000",7/13/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5384,62,,B1,2813 WELLMAN AVENUE,,10461,2,0,2,"2,375","2,015",1960,1,B1,0,12/6/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5387,10,,B1,2868 ZULETTE AVENUE,,10461,2,0,2,"2,025","2,200",1998,1,B1,"963,050",11/7/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5387,34,,B1,1525 EDISON AVENUE,,10461,2,0,2,"3,800","2,160",1940,1,B1,0,8/11/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5390,12,,B1,2928 HARRINGTON AVE,,10461,2,0,2,"2,250","1,650",1965,1,B1,0,6/8/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5390,38,,B3,1410 EDISON AVENUE,,10461,2,0,2,"2,108","1,175",1920,1,B3,"622,000",9/1/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5393,23,,B3,1447 GILLESPIE AVENUE,,10461,2,0,2,"4,000","1,252",1930,1,B3,"850,000",10/16/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5395,53,,B1,1534 PLYMOUTH AVENUE,,10461,2,0,2,"2,500","1,800",1940,1,B1,0,7/5/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5397,34,,B9,1420 CROSBY AVENUE,,10461,2,0,2,"1,958","2,565",1950,1,B9,"880,000",4/26/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5398,25,,B3,1425 MERRY AVE,,10461,2,0,2,"2,600","1,840",1935,1,B3,"650,000",5/2/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5398,38,,B3,3041 CODDINGTON AVENUE,,10461,2,0,2,"2,141","1,056",1935,1,B3,"600,000",9/8/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5398,39,,B3,3039 CODDINGTON AVE,,10461,2,0,2,"2,201","1,056",1935,1,B3,0,2/28/24
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5398,41,,B3,3035 CODDINGTON AVENUE,,10461,2,0,2,"2,167","1,056",1935,1,B3,0,8/30/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5399,3,,B2,1506 CROSBY AVENUE,,10461,2,0,2,"2,500","1,600",1920,1,B2,"735,000",10/31/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5402,54,,B1,1416 MERRY,,10461,2,0,2,"2,413","1,880",1930,1,B1,"890,000",5/4/23
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,5402,84,,B1,1539 HOLLYWOOD AVENUE,,10461,2,0,2,"2,375","2,142",1920,1,B1,"935,000",10/25/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4165,32,,C0,2914 ROBERTS AVENUE,,10461,3,0,3,"2,500","3,150",1920,1,C0,0,2/6/24
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4166,29,,C0,1609 CROSBY AVENUE,,10461,3,0,3,"2,467","3,192",1925,1,C0,0,2/2/24
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4168,29,,C0,3008 ROBERTS AVENUE,,10461,3,0,3,"3,742","3,036",1935,1,C0,10,5/26/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4168,35,,C0,1637 HOBART AVENUE,,10461,3,0,3,"2,500","3,210",1930,1,C0,"845,000",2/21/24
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4170,39,,C0,1741 HOBART,,10461,3,0,3,"2,500","3,150",1950,1,C0,0,4/27/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4172,13,,C0,1635 MAHAN AVE,,10461,3,0,3,"2,500","2,800",1920,1,C0,"1,025,000",10/24/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4172,28,,C0,3071 MIDDLETOWN ROAD,,10461,3,0,3,"2,415","1,728",1901,1,C0,"710,000",11/15/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4172,31,,C0,3063 MIDDLETOWN ROAD,,10461,3,0,3,"2,047","3,098",1960,1,C0,0,2/1/24
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4176,12,,C0,1747 MAHAN AVENUE,,10461,3,0,3,"3,742","4,320",1930,1,C0,0,10/13/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4176,52,,C0,1746 JARVIS AVE.,,10461,3,0,3,"2,500","4,000",1925,1,C0,0,10/5/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4190,6,,C0,1864 HUTCHINSON RVR PY E,,10461,3,0,3,"2,375","3,088",1920,1,C0,"650,000",6/22/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4193,11,,C0,1836 PILGRIM AVENUE,,10461,3,0,3,"4,750","3,604",1960,1,C0,0,9/13/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4199,53,,C0,3124 ARNOW PLACE,,10461,3,0,3,"2,432","3,072",1935,1,C0,0,11/9/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4233,8,,C0,1926 PILGRIM AVE,,10461,3,0,3,"2,375","1,616",1925,1,C0,"775,000",2/27/24
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4233,29,,C0,2870 WILKINSON AVENUE,,10461,3,0,3,"2,010","3,750",1985,1,C0,0,9/27/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4233,57,,C0,1919 EDISON AVENUE,,10461,3,0,3,"2,375","1,596",1925,1,C0,"860,000",3/5/24
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4234,24,,C0,1964 EDISON AVENUE,,10461,3,0,3,"2,375","2,240",1940,1,C0,0,1/11/24
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4243,36,,C0,2105 CONTINENTAL AVE,,10461,3,0,3,"5,803","2,970",1950,1,C0,"1,225,000",2/7/24
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4243,46,,C0,2871 E 196TH STREET,,10461,3,0,3,"5,000","2,700",1925,1,C0,"999,000",6/5/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,4250,24,,C0,1850 PELHAM PARKWAY SOUTH,,10461,3,0,3,"2,523","3,750",1935,1,C0,0,1/12/24
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5306,47,,C0,1116 CALHOUN AVENUE,,10465,3,0,3,"2,225","3,364",2003,1,C0,"950,000",9/13/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5306,158,,C0,2733 GIFFORD AVENUE,,10465,3,0,3,"2,500","3,344",1910,1,C0,"799,000",5/12/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5307,12,,C0,2712 GIFFORD AVENUE,,10465,3,0,3,"2,500","2,728",2004,1,C0,"970,000",1/4/24
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5307,13,,C0,2714 GIFFORD AVENUE,,10465,3,0,3,"2,500","2,728",2004,1,C0,"980,000",9/28/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5334,48,,C0,1249 EDISON AVENUE,,10461,3,0,3,"2,967","3,582",1920,1,C0,0,12/28/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5336,11,,C0,2937 BAISLEY AVENUE,,10461,3,0,3,"4,200","5,400",1997,1,C0,0,7/6/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5340,27,,C0,1280 HOLLYWOOD AVENUE,,10461,3,0,3,"6,124","2,494",1960,1,C0,"800,000",10/25/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5347,58,,C0,1307 BALCOM AVE,,10461,3,0,3,"2,495","3,412",1999,1,C0,0,5/17/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5347,158,,C0,1305 BALCOM AVE,,10461,3,0,3,"2,495","3,412",1999,1,C0,0,5/17/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5358,40,,C0,1357 GILLESPIE AVENUE,,10461,3,0,3,"2,790","2,864",1920,1,C0,"850,000",7/10/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5359,20,,C0,2942 LA SALLE,,10461,3,0,3,"3,452","3,750",1930,1,C0,0,8/16/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5359,32,,C0,1317 CROSBY AVENUE,,10461,3,0,3,"3,742","2,385",1935,1,C0,"990,000",1/12/24
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5359,34,,C0,1315 CROSBY AVENUE,,10461,3,0,3,"5,225","2,448",1930,1,C0,0,2/14/24
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5363,33,,C0,2959 LASALLE,,10461,3,0,3,"3,555","2,570",1960,1,C0,"1,097,000",12/22/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5367,23,,C0,3070 CODDINGTON AVENUE,,10461,3,0,3,"2,500","2,304",1920,1,C0,"775,000",11/6/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5396,30,,C0,2971 ZULETTE AVENUE,,10461,3,0,3,"3,200","2,898",1960,1,C0,0,8/11/23
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5403,38,,C0,3087 CODDINGTON AVENUE,,10461,3,0,3,"2,700","3,264",1990,1,C0,0,1/8/24
2,SCHUYLERVILLE/PELHAM BAY,05 TAX CLASS 1 VACANT LAND,1B,4172,35,,V0,N/A JARVIS AVENUE,,10461,0,0,0,"2,500",0,,1,V0,"175,000",9/25/23
2,SCHUYLERVILLE/PELHAM BAY,05 TAX CLASS 1 VACANT LAND,1B,5347,40,,V0,N/A BALCOM AVENUE,,10461,0,0,0,"2,500",0,,1,V0,"567,500",11/22/23
2,SCHUYLERVILLE/PELHAM BAY,05 TAX CLASS 1 VACANT LAND,1B,5359,16,,V0,N/A GILLESPIE AVENUE,,10461,0,0,0,"1,242",0,,1,V0,"751,540",12/21/23
2,SCHUYLERVILLE/PELHAM BAY,05 TAX CLASS 1 VACANT LAND,1B,5375,49,,V0,N/A MAITLAND AVENUE,,10461,0,0,0,"3,038",0,,1,V0,0,6/5/23
2,SCHUYLERVILLE/PELHAM BAY,05 TAX CLASS 1 VACANT LAND,1B,5381,75,,V0,N/A HUTCHINSON RIV PKWY,,10461,0,0,0,"2,715",0,,1,V0,"1,000",6/21/23
2,SCHUYLERVILLE/PELHAM BAY,06 TAX CLASS 1 - OTHER,1,4192,14,,G0,1844 MAYFLOWER AVENUE,,10461,0,0,0,"2,375",0,1950,1,G0,"1,200,000",10/2/23
2,SCHUYLERVILLE/PELHAM BAY,06 TAX CLASS 1 - OTHER,1,5306,154,,Z0,2739 GIFFORD AVE,,10465,0,0,0,"2,500",0,,1,Z0,"320,000",9/12/23
2,SCHUYLERVILLE/PELHAM BAY,06 TAX CLASS 1 - OTHER,1,5339,36,,G0,N/A HOBART AVENUE,,10461,0,0,0,"1,870",0,1960,1,G0,"600,000",7/24/23
2,SCHUYLERVILLE/PELHAM BAY,06 TAX CLASS 1 - OTHER,1,5384,46,,G0,2849 WELLMAN AVENUE,,10461,0,0,0,"2,375",0,1950,1,G0,"650,000",7/13/23
2,SCHUYLERVILLE/PELHAM BAY,07 RENTALS - WALKUP APARTMENTS,2A,4169,6,,C2,1714 EDISON AVENUE,,10461,5,0,5,"3,125","3,148",1927,2,C2,"1,125,000",6/2/23
2,SCHUYLERVILLE/PELHAM BAY,07 RENTALS - WALKUP APARTMENTS,2A,4178,1,,C2,3130 BUHRE AVENUE,,10461,6,0,6,"2,100","4,620",1926,2,C2,"900,000",9/14/23
2,SCHUYLERVILLE/PELHAM BAY,07 RENTALS - WALKUP APARTMENTS,2A,4178,23,,C2,3517 BRUCKNER BOULEVARD,,10461,5,0,5,"2,500","4,140",1923,2,C2,"999,990",6/27/23
2,SCHUYLERVILLE/PELHAM BAY,07 RENTALS - WALKUP APARTMENTS,2A,4199,58,,C2,3134 ARNOW PLACE,,10461,5,0,5,"3,056","3,240",1927,2,C2,0,4/10/23
2,SCHUYLERVILLE/PELHAM BAY,07 RENTALS - WALKUP APARTMENTS,2A,4234,2,,C3,1912 EDISON AVENUE,,10461,4,0,4,"2,375","3,200",1927,2,C3,0,12/18/23
2,SCHUYLERVILLE/PELHAM BAY,07 RENTALS - WALKUP APARTMENTS,2A,4242,18,,C3,2866 EAST 196 STREET,,10461,4,0,4,"2,500","2,646",1931,2,C3,"1,180,000",10/5/23
2,SCHUYLERVILLE/PELHAM BAY,07 RENTALS - WALKUP APARTMENTS,2A,4242,45,,C2,2879 EAST 195 ST,,10461,5,0,5,"2,500","3,321",1927,2,C2,0,6/23/23
2,SCHUYLERVILLE/PELHAM BAY,07 RENTALS - WALKUP APARTMENTS,2A,4250,20,,C3,2134 CONTINENTAL AVENUE,,10461,4,0,4,"3,297","3,125",1920,2,C3,"710,000",11/22/23
2,SCHUYLERVILLE/PELHAM BAY,07 RENTALS - WALKUP APARTMENTS,2,5333,106,,C1,1235 BRADFORD AVENUE,,10461,13,0,13,"2,339","6,510",1929,2,C1,"200,000",11/1/23
2,SCHUYLERVILLE/PELHAM BAY,07 RENTALS - WALKUP APARTMENTS,2B,5371,54,,C1,3050 EAST TREMONT,,10461,7,0,7,"1,620","4,432",1928,2,C1,0,6/27/23
2,SCHUYLERVILLE/PELHAM BAY,07 RENTALS - WALKUP APARTMENTS,2B,5373,23,,C1,2830 HARRINGTON,,10461,8,0,8,"3,549","5,616",1927,2,C1,0,8/4/23
2,SCHUYLERVILLE/PELHAM BAY,07 RENTALS - WALKUP APARTMENTS,2A,5374,29,,C3,2840 DUDLEY AVENUE,,10461,4,0,4,"2,375","3,320",1931,2,C3,0,8/5/23
2,SCHUYLERVILLE/PELHAM BAY,07 RENTALS - WALKUP APARTMENTS,2A,5374,30,,C3,2842 DUDLEY AVENUE,,10461,4,0,4,"2,375","3,320",1931,2,C3,0,8/5/23
2,SCHUYLERVILLE/PELHAM BAY,07 RENTALS - WALKUP APARTMENTS,2A,5374,33,,C3,2850 DUDLEY AVENUE,,10461,4,0,4,"2,375","3,320",1931,2,C3,0,8/5/23
2,SCHUYLERVILLE/PELHAM BAY,07 RENTALS - WALKUP APARTMENTS,2A,5384,38,,C3,1535 MAYFLOWER AVENUE,,10461,4,0,4,"2,343","2,600",1931,2,C3,"1,300,000",10/13/23
2,SCHUYLERVILLE/PELHAM BAY,07 RENTALS - WALKUP APARTMENTS,2A,5397,38,,C3,1430 CROSBY AVENUE,,10461,4,0,4,"2,500","2,440",1931,2,C3,0,4/18/23
2,SCHUYLERVILLE/PELHAM BAY,07 RENTALS - WALKUP APARTMENTS,2A,5397,38,,C3,1430 CROSBY AVENUE,,10461,4,0,4,"2,500","2,440",1931,2,C3,0,5/15/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4174,24,,D4,"3121 MIDDLETOWN RD, 7B",,10461,,,,,,1963,2,D4,"172,380",2/29/24
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4174,24,,D4,"3121 MIDDLETOWN RD, 7C",,10461,,,,,,1963,2,D4,"147,030",4/18/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4174,24,,D4,"3121 MIDDLETOWN ROAD, 10B",,10461,,,,,,1963,2,D4,"165,000",1/19/24
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4174,24,,D4,"3121 MIDDLETOWN ROAD, 11C",,10461,,,,,,1963,2,D4,"135,000",5/16/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4174,24,,D4,"3121 MIDDLETOWN ROAD, 12F",,10461,,,,,,1963,2,D4,"173,000",7/18/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4174,24,,D4,"3121 MIDDLETOWN ROAD, 12N",,10461,,,,,,1963,2,D4,"300,000",1/17/24
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4174,24,,D4,"3121 MIDDLETOWN ROAD, 3E",,10461,,,,,,1963,2,D4,"135,000",7/7/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4174,24,,D4,"3121 MIDDLETOWN ROAD, 3F",,10461,,,,,,1963,2,D4,"184,500",11/30/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4174,24,,D4,"3121 MIDDLETOWN ROAD, 4M",,10461,,,,,,1963,2,D4,"275,000",1/19/24
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4174,24,,D4,"3121 MIDDLETOWN ROAD, 6M",,10461,,,,,,1963,2,D4,"305,000",10/3/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4174,24,,D4,"3121 MIDDLETOWN ROAD, 7D",,10461,,,,,,1963,2,D4,"138,000",4/18/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4174,24,,D4,"3121 MIDDLETOWN ROAD, 9H",,10461,,,,,,1963,2,D4,"180,000",5/22/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4247,57,,D4,"2015 SAINT PAUL AVE, 3I",,10461,,,,,,1964,2,D4,0,6/29/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4247,57,,D4,"2015 ST. PAUL AVENUE, 2B",,10461,,,,,,1964,2,D4,"75,000",4/3/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4247,57,,D4,"2015 ST. PAUL AVENUE, 4C",,10461,,,,,,1964,2,D4,"50,865",2/9/24
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4251,11,,D4,"1874 PELHAM PARKWAY SOUTH, 4R",,10461,,,,,,1970,2,D4,"280,000",2/6/24
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4251,11,,D4,"1874 PELHAM PARKWAY SOUTH, 4S",,10461,,,,,,1970,2,D4,"140,000",12/5/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4251,11,,D4,"1874 PELHAM PARKWAY SOUTH, 5D",,10461,,,,,,1970,2,D4,0,8/29/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4251,11,,D4,"1874 PELHAM PARKWAY SOUTH, 5D",,10461,,,,,,1970,2,D4,"200,000",11/6/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4251,11,,D4,"1874 PELHAM PARKWAY SOUTH, 6P",,10461,,,,,,1970,2,D4,0,1/17/24
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4251,11,,D4,"1874 PELHAM PARKWAY SOUTH, 6S",,10461,,,,,,1970,2,D4,"140,000",4/10/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4251,11,,D4,"1874 PELHAM PKWY, 2H",,10461,,,,,,1970,2,D4,"215,000",10/4/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4252,17,,D4,"1910 PELHAM PARKWAY SOUTH, 1B",,10461,,,,,,1964,2,D4,"120,000",6/28/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,4252,17,,D4,"1910 PELHAM PARKWAY SOUTH, 3G",,10461,,,,,,1964,2,D4,"205,000",9/7/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,5403,25,,D4,"3321 BRUCKNER BOULEVARD, 4F",,10461,,,,,,1939,2,D4,"117,500",9/20/23
2,SCHUYLERVILLE/PELHAM BAY,10 COOPS - ELEVATOR APARTMENTS,2,5403,25,,D4,"3321 BRUCKNER BOULEVARD, 6J",,10461,,,,,,1939,2,D4,"178,000",7/24/23
2,SCHUYLERVILLE/PELHAM BAY,13 CONDOS - ELEVATOR APARTMENTS,2,4174,1008,,R4,"1600 PARKVIEW AVE, 4B",4B,10461,1,,1,,,2003,2,R4,"265,000",1/26/24
2,SCHUYLERVILLE/PELHAM BAY,13 CONDOS - ELEVATOR APARTMENTS,2,4174,1011,,R4,"1600 PARKVIEW AVENUE, 5B",5B,10461,1,,1,,,2003,2,R4,"270,000",5/5/23
2,SCHUYLERVILLE/PELHAM BAY,13 CONDOS - ELEVATOR APARTMENTS,2,4174,1017,,R4,"1600 PARKVIEW AVENUE, 7B",7B,10461,1,,1,,,2003,2,R4,"270,000",1/25/24
2,SCHUYLERVILLE/PELHAM BAY,14 RENTALS - 4-10 UNIT,2A,5350,40,,S3,3110 EAST TREMONT AVENUE,,10461,3,1,4,"2,640","3,465",1932,2,S3,"174,000",2/15/24
2,SCHUYLERVILLE/PELHAM BAY,14 RENTALS - 4-10 UNIT,2A,5350,63,,S9,3170 EAST TREMONT AVENUE,,10461,2,2,4,"2,383","5,220",1931,2,S9,0,10/10/23
2,SCHUYLERVILLE/PELHAM BAY,21 OFFICE BUILDINGS,4,4197,30,,O7,3117 BUHRE AVE,,10461,0,2,2,"6,782","5,000",1975,4,O7,0,9/30/23
2,SCHUYLERVILLE/PELHAM BAY,21 OFFICE BUILDINGS,4,5331,13,,O2,3225 EAST TREMONT AVENUE,,10461,0,1,1,"3,377","5,660",1995,4,O2,"1,100,000",4/5/23
2,SCHUYLERVILLE/PELHAM BAY,21 OFFICE BUILDINGS,4,5331,15,,O2,3219 EAST TREMONT AVENUE,,10461,0,6,6,"5,627","16,010",1995,4,O2,"5,200,000",4/5/23
2,SCHUYLERVILLE/PELHAM BAY,21 OFFICE BUILDINGS,4,5385,65,,O2,2811 ZULETTE AVENUE,,10461,0,3,3,"4,800","6,000",1965,4,O2,0,10/4/23
2,SCHUYLERVILLE/PELHAM BAY,22 STORE BUILDINGS,4,4194,47,,K1,1825-1827 HOBART AVENUE,,10461,0,2,2,"4,750","2,500",1928,4,K1,0,7/28/23
2,SCHUYLERVILLE/PELHAM BAY,22 STORE BUILDINGS,4,4249,1,,K1,3273 WESTCHESTER AVENUE,,10461,0,6,6,"9,002","7,900",1930,4,K1,"2,900,000",10/24/23
